job_id,industry_sector,job_title,required_skills,minimum_experience_years,education_level,market_demand_score,location,formatted_work_type,formatted_experience_level,avg_salary,is_salary_confidential,remote_allowed
3749351202,Marketing & PR,Marketing,"['attention to detail', 'strategy', 'research', 'data entry', 'c', 'pandas', 'social media', 'project management', 'excel']",2,Bachelor's,3.88,"Alexandria, VA",Full-time,Associate,,1,
3757492884,Marketing & PR,Marketing,"['strategy', 'safety', 'education', 'operations']",0,Master's,3.88,"Chicago, IL",Full-time,Internship,,1,
3756131294,Marketing & PR,Marketing,"['communication', 'education']",0,Bachelor's,3.88,United States,Full-time,,,1,1.0
3694104138,Marketing & PR,Marketing,"['html', 'google analytics', 'negotiation', 'tableau', 'project management', 'excel', 'sql']",1,Bachelor's,3.88,"Brea, CA",Full-time,Entry level,3293.33,0,
3693580722,Marketing & PR,Marketing,"['photoshop', 'communication', 'illustrator', 'social media', 'graphic design', 'strategic planning']",0,Bachelor's,3.88,United States,Contract,,,1,1.0
3757495078,Marketing & PR,Marketing,"['strategy', 'research', 'education', 'content marketing', 'communication', 'analytical']",0,Bachelor's,3.88,"New York, United States",Internship,,,1,1.0
3755583004,Marketing & PR,Marketing,"['communication', 'social media', 'graphic design', 'operations']",0,Bachelor's,3.88,"Las Vegas, NV",Part-time,,,1,
3756117059,Marketing & PR,Marketing,"['strategy', 'logistics', 'photoshop', 'spark', 'social media', 'illustrator', 'communication', 'graphic design']",7,Bachelor's,3.88,"Kansas City, MO",Full-time,Mid-Senior level,,1,
3749356058,Marketing & PR,Marketing,"['attention to detail', 'customer service', 'communication', 'public relations', 'analytical', 'strategic planning']",0,Bachelor's,3.88,"Mount Horeb, WI",Full-time,Internship,,1,
3757465599,Marketing & PR,Marketing,"['research', 'education', 'seo', 'social media', 'a/b testing', 'communication', 'graphic design', 'email marketing']",0,Bachelor's,3.88,"Portland, OR",Internship,Internship,,1,1.0
3756174618,Marketing & PR,Marketing,"['bloomberg', 'sap', 'recruitment']",0,Bachelor's,3.88,"New York, United States",Internship,,,1,1.0
3757497408,Marketing & PR,Marketing,"['strategy', 'safety', 'education', 'operations']",0,Master's,3.88,"Chicago, IL",Full-time,Internship,,1,
3693072312,Marketing & PR,Marketing,"['customer service', 'analytical', 'operations']",1,Bachelor's,3.88,"Atlanta, GA",Full-time,Entry level,3958.33,0,
3741324112,Marketing & PR,Marketing Account Specialist,"['communication', 'analytical', 'teamwork']",0,Bachelor's,1.0,"Costa Mesa, CA",Full-time,,,1,
3755593399,Marketing & PR,Marketing Advisor,"['attention to detail', 'project management', 'copywriting', 'strategy']",5,Bachelor's,1.0,"Brooklyn, NY",Full-time,Mid-Senior level,4737.5,0,
3757496460,Marketing & PR,Marketing Analyst,"['strategy', 'gcp', 'tableau', 'statistics', 'analytical', 'sql']",2,Bachelor's,3.15,"Columbia, MD",Full-time,,8520.83,0,1.0
3757700067,Marketing & PR,Marketing Analyst,"['communication', 'strategy', 'sql', 'databricks']",7,Bachelor's,3.15,"Los Angeles County, CA",Contract,Entry level,13433.33,0,1.0
3694102822,Marketing & PR,Marketing Analyst,"['mathematics', 'attention to detail', 'google analytics', 'healthcare', 'social media', 'statistics']",3,Bachelor's,3.15,United States,Full-time,Associate,,1,1.0
3756751808,Marketing & PR,Marketing Analyst,"['operations', 'communication', 'power bi', 'powerpoint', 'problem solving', 'project management', 'excel', 'presentation skills', 'analytical']",4,Bachelor's,3.15,"Delphi, IN",Full-time,Mid-Senior level,,1,
3755583262,Marketing & PR,Marketing Analyst,"['attention to detail', 'operations', 'a/b testing', 'project management', 'copywriting', 'analytical']",2,Bachelor's,3.15,New York City Metropolitan Area,Contract,Mid-Senior level,5113.33,0,
3757494243,Marketing & PR,Marketing Analyst,"['leadership', 'analytical', 'sql', 'databricks']",7,Bachelor's,3.15,United States,Contract,Mid-Senior level,,1,1.0
3693046116,Marketing & PR,Marketing Analyst,"['mathematics', 'recruitment', 'google analytics', 'social media', 'sem', 'leadership', 'a/b testing', 'communication', 'statistics', 'excel', 'python', 'r', 'email marketing', 'sql']",4,Bachelor's,3.15,United States,Full-time,,5416.67,0,1.0
3749377425,Marketing & PR,Marketing Analyst,"['attention to detail', 'google analytics', 'healthcare', 'communication', 'r', 'statistics', 'python', 'sql', 'databricks']",5,Bachelor's,3.15,"Fort Lee, NJ",Full-time,Mid-Senior level,,1,
3693052149,Marketing & PR,Marketing Analytics Coordinator,"['research', 'google analytics', 'social media', 'a/b testing', 'statistics', 'analytical']",2,Bachelor's,1.0,"Nashville, TN",Full-time,Associate,5541.67,0,
3757492745,Marketing & PR,Marketing Analytics Director,"['strategy', 'operations', 'tableau', 'powerpoint', 'excel']",5,Bachelor's,1.0,"Columbia, MD",Full-time,,14818.75,0,1.0
3693048936,Marketing & PR,Marketing Analytics Manager,"['google analytics', 'tableau', 'communication', 'a/b testing', 'crm', 'statistics', 'presentation skills', 'analytical']",5,Master's,1.0,Nashville Metropolitan Area,Full-time,Mid-Senior level,7916.67,0,1.0
3755579365,Marketing & PR,Marketing Assistant,"['communication', 'research', 'social media', 'excel']",1,Bachelor's,2.57,"Chicago, Illinois, United States",Full-time,Entry level,,1,
3693073236,Marketing & PR,Marketing Assistant,"['social media', 'powerpoint', 'customer service', 'excel']",0,Bachelor's,2.57,"Los Angeles, CA",Part-time,,,1,
3701193101,Marketing & PR,Marketing Assistant,"['attention to detail', 'research', 'education', 'customer service', 'photoshop', 'social media', 'media relations', 'communication', 'crm', 'illustrator', 'powerpoint', 'excel']",2,Master's,2.57,"Fairfax, VA",Full-time,,,1,
3756112686,Marketing & PR,Marketing Assistant,"['research', 'education', 'spark']",0,Bachelor's,2.57,United States,Full-time,,,1,1.0
3756110572,Marketing & PR,Marketing Assistant,"['social media', 'video editing', 'email marketing', 'graphic design']",0,Bachelor's,2.57,"Texas, United States",Full-time,,,1,1.0
3755571518,Marketing & PR,Marketing Assitant,"['attention to detail', 'research', 'seo', 'compliance', 'social media', 'communication', 'email marketing', 'analytical']",0,Bachelor's,1.0,"Glendale, CA",Full-time,,,1,
3755127608,Marketing & PR,Marketing Associate,"['attention to detail', 'intellectual property', 'photoshop', 'litigation', 'social media', 'illustrator', 'communication', 'leadership', 'taxation', 'graphic design', 'email marketing']",1,Bachelor's,2.31,New York City Metropolitan Area,Full-time,,13000.0,0,
3701310406,Marketing & PR,Marketing Associate,"['social media', 'graphic design', 'operations']",0,Bachelor's,2.31,"Moorestown, NJ",Full-time,,,1,
3693071089,Marketing & PR,Marketing Associate,"['video editing', 'strategy', 'research', 'spark', 'leadership', 'social media', 'public relations', 'powerpoint', 'graphic design']",2,Bachelor's,2.31,"Madison, WI",Full-time,Associate,,1,
3757372431,Marketing & PR,Marketing Associate,"['cc', 'logistics', 'photoshop', 'social media', 'illustrator', 'project management', 'excel', 'graphic design', 'copywriting']",20,Bachelor's,2.31,"New York, NY",Part-time,,3206.67,0,
3749346727,Sales & Retail,Marketing Business Development Manager,"['communication', 'intellectual property', 'research', 'strategy']",5,Bachelor's,1.0,"Dallas, TX",Full-time,Associate,,1,
3699430767,Marketing & PR,Marketing Business Partner,"['attention to detail', 'strategy', 'education', 'recruitment', 'c', 'lead generation', 'salesforce', 'crm', 'leadership', 'social media', 'hubspot', 'event planning']",5,Bachelor's,1.0,United States,Full-time,Mid-Senior level,9159.92,0,1.0
3694159400,Technology & IT,Marketing Cloud Developer,"['attention to detail', 'html', 'salesforce', 'communication', 'crm', 'css', 'project management', 'javascript', 'email marketing', 'sql']",3,Bachelor's,1.0,"Johnston, RI",Contract,,,1,
3749346521,Marketing & PR,Marketing Communications Associate,"['strategy', 'video editing', 'education', 'recruitment', 'content marketing', 'seo', 'photoshop', 'leadership', 'social media', 'illustrator', 'communication', 'graphic design', 'email marketing', 'critical thinking']",2,Bachelor's,1.0,Los Angeles Metropolitan Area,Full-time,,5416.67,0,
3756110377,Marketing & PR,Marketing Communications Director,"['strategy', 'research', 'education', 'advocacy', 'social media', 'public relations', 'communication', 'mentoring']",5,Bachelor's,1.0,"Houston, TX",Full-time,Director,5475.0,0,
3701372766,Marketing & PR,Marketing Communications Manager,"['strategy', 'seo', 'photoshop', 'social media', 'public relations', 'illustrator', 'communication', 'project management']",5,Bachelor's,1.99,United States,Full-time,,6250.0,0,1.0
3699089320,Marketing & PR,Marketing Communications Manager,"['strategy', 'multitasking', 'public speaking', 'communication', 'public relations', 'social media', 'leadership', 'accounting', 'problem solving', 'powerpoint', 'excel']",5,Master's,1.99,"Juneau, AK",Full-time,Mid-Senior level,,1,
3694112936,Marketing & PR,Marketing Communications Manager,"['strategy', 'research', 'manufacturing', 'salesforce', 'communication', 'public relations', 'social media', 'crm', 'analytical']",6,Bachelor's,1.99,"North Carolina, United States",Full-time,Mid-Senior level,,1,
3693046790,Marketing & PR,Marketing Communications Specialist,"['data analysis', 'content marketing', 'seo', 'communication', 'social media']",2,Bachelor's,1.58,"Bolingbrook, IL",Contract,Associate,5806.67,0,
3693591006,Marketing & PR,Marketing Communications Specialist,"['social media', 'seo', 'communication', 'manufacturing']",5,Bachelor's,1.58,"Amherst, NY",Part-time,Mid-Senior level,3120.0,0,
3693047992,Marketing & PR,Marketing Coordinator,"['research', 'education', 'c', 'teamwork', 'communication', 'social media', 'leadership', 'graphic design', 'critical thinking']",20,Bachelor's,4.49,"Albuquerque, NM",Full-time,,,1,
3701369170,Marketing & PR,Marketing Coordinator,"['attention to detail', 'communication', 'project management', 'powerpoint', 'excel']",1,Bachelor's,4.49,"New York, NY",Contract,Entry level,4246.67,0,
3757458693,Marketing & PR,Marketing Coordinator,"['research', 'social media', 'illustrator', 'public relations', 'hubspot', 'communication', 'graphic design']",2,Bachelor's,4.49,"Destin, FL",Full-time,Associate,,1,
3693045289,Marketing & PR,Marketing Coordinator,"['strategy', 'research', 'education', 'recruitment', 'logistics', 'seo', 'social media', 'leadership', 'onboarding', 'email marketing']",4,Bachelor's,4.49,"Santa Ana, CA",Full-time,,4073.33,0,
3749345486,Marketing & PR,Marketing Coordinator,"['communication', 'photoshop', 'project management', 'social media']",1,Bachelor's,4.49,"Atlanta, GA",Full-time,Entry level,4791.67,0,
3700386731,Marketing & PR,Marketing Coordinator,"['attention to detail', 'research', 'photoshop', 'social media', 'illustrator', 'public relations', 'communication', 'graphic design', 'email marketing']",0,Bachelor's,4.49,"Somerville, NJ",Part-time,,,1,
3748453599,Marketing & PR,Marketing Coordinator,"['video editing', 'lead generation', 'photoshop', 'safety', 'compliance', 'social media', 'communication', 'graphic design', 'premiere pro']",0,Bachelor's,4.49,United States,Full-time,,5000.0,0,1.0
3694150804,Marketing & PR,Marketing Coordinator,"['education', 'logistics', 'construction management', 'photoshop', 'healthcare', 'crm', 'illustrator', 'excel']",2,Bachelor's,4.49,"Los Angeles, CA",Full-time,Associate,,1,
3697306040,Marketing & PR,Marketing Coordinator,"['communication', 'project management', 'analytical']",0,Bachelor's,4.49,United States,Contract,,,1,1.0
3701345914,Marketing & PR,Marketing Coordinator,"['communication', 'education', 'analytical', 'safety']",1,Bachelor's,4.49,"Los Angeles, CA",Full-time,Entry level,4999.8,0,
3701198706,Marketing & PR,Marketing Coordinator,"['social media', 'project management', 'communication']",2,Bachelor's,4.49,Kansas City Metropolitan Area,Full-time,Associate,,1,
3757344633,Marketing & PR,Marketing Coordinator,"['strategy', 'c', 'recruitment', 'public relations']",1,Master's,4.49,"New Bedford, MA",Full-time,Entry level,,1,
3756112956,Marketing & PR,Marketing Coordinator,"['seo', 'communication', 'leadership', 'social media', 'project management', 'event planning', 'graphic design']",0,Bachelor's,4.49,"El Segundo, CA",Full-time,,,1,
3755118033,Marketing & PR,Marketing Coordinator,"['research', 'customer service', 'html', 'seo', 'photoshop', 'social media', 'illustrator', 'sem', 'graphic design', 'email marketing', 'copywriting', 'premiere pro']",4,Bachelor's,4.49,"Yonkers, NY",Full-time,,4791.67,0,
3754996516,Marketing & PR,Marketing Coordinator,"['strategy', 'education', 'procurement', 'safety', 'brand management', 'compliance', 'communication', 'r']",2,Bachelor's,4.49,"Baldwin Park, CA",Full-time,Associate,5500.0,0,
3699058195,Marketing & PR,Marketing Coordinator,"['research', 'operations', 'photoshop', 'compliance', 'crm', 'communication', 'project management']",3,Bachelor's,4.49,"Harrisburg, PA",Full-time,Entry level,,1,
3757442143,Marketing & PR,Marketing Coordinator,"['social media', 'analytical', 'excel']",2,Bachelor's,4.49,"Buena Park, CA",Full-time,Entry level,,1,
3757470041,Marketing & PR,Marketing Coordinator,"['strategy', 'education', 'operations', 'photoshop', 'social media', 'public relations', 'illustrator', 'project management', 'communication', 'analytical', 'strategic planning']",3,Bachelor's,4.49,"San Jose, CA",Full-time,Entry level,5773.33,0,
3701317675,Marketing & PR,Marketing Coordinator,"['education', 'safety', 'healthcare', 'social media', 'onboarding', 'communication', 'hospitality']",0,Bachelor's,4.49,"Dallas, TX",Full-time,,,1,
3693039983,Marketing & PR,Marketing Coordinator,"['attention to detail', 'strategy', 'compliance', 'communication', 'public relations', 'social media', 'project management']",2,Bachelor's,4.49,"Houston, TX",Full-time,,4458.33,0,
3757703494,Marketing & PR,Marketing Coordinator,"['research', 'education', 'content marketing', 'salesforce', 'social media', 'communication', 'wealth management', 'event planning']",0,Bachelor's,4.49,"Birmingham, AL",Full-time,,,1,
3757727990,Marketing & PR,Marketing Coordinator,"['strategy', 'education', 'teamwork', 'excel', 'troubleshooting']",20,Bachelor's,4.49,"Tamarac, FL",Full-time,Entry level,,1,
3700191806,Marketing & PR,Marketing Development Coordinator,"['crm', 'cold calling', 'communication', 'healthcare']",0,Bachelor's,1.0,"St Petersburg, FL",Full-time,,3120.0,0,
3757468040,Marketing & PR,Marketing Development Specialist,"['research', 'education', 'teamwork', 'litigation', 'leadership', 'project management', 'powerpoint', 'excel']",3,Master's,1.0,"New York, United States",Full-time,Entry level,7708.33,0,
3757745584,Marketing & PR,Marketing Director,"['strategy', 'education', 'customer service', 'content marketing', 'seo', 'social media', 'leadership', 'sem', 'email marketing', 'analytical']",8,Master's,2.98,"Los Angeles, CA",Full-time,Director,11250.0,0,
3757463076,Marketing & PR,Marketing Director,"['strategy', 'leadership', 'communication', 'powerpoint', 'excel']",10,Bachelor's,2.98,"St Augustine, FL",Full-time,,13125.0,0,
3755599928,Marketing & PR,Marketing Director,"['social media', 'hospitality', 'leadership']",10,Bachelor's,2.98,"Miami, FL",Full-time,Director,9583.33,0,
3757498445,Marketing & PR,Marketing Director,"['strategy', 'google analytics', 'teamwork', 'social media', 'leadership', 'communication', 'troubleshooting', 'graphic design', 'email marketing']",0,Master's,2.98,"St Clair Shores, MI",Full-time,,6250.0,0,
3749344697,Marketing & PR,Marketing Director,"['strategy', 'research', 'teamwork', 'content marketing', 'social media', 'leadership', 'public relations', 'communication', 'email marketing', 'analytical']",10,Bachelor's,2.98,"St Paul, MN",Full-time,,,1,
3748837829,Marketing & PR,Marketing Director,"['research', 'healthcare', 'leadership', 'communication', 'analytical']",0,Master's,2.98,United States,Full-time,,,1,1.0
3693056333,Marketing & PR,Marketing Director,"['graphic design', 'seo', 'social media']",8,Bachelor's,2.98,"Sharonville, OH",Full-time,Director,,1,
3699416750,Marketing & PR,Marketing Engineer,"['communication', 'research', 'safety']",2,Bachelor's,1.0,"Livonia, MI",Full-time,Entry level,,1,
3697382823,Marketing & PR,Marketing Enrollment Coordinator,"['attention to detail', 'education', 'communication', 'time management', 'project management', 'problem solving']",1,Bachelor's,1.0,"New York, NY",Contract,Entry level,,1,
3701369186,Marketing & PR,Marketing Generalist,"['social media', 'b2c', 'attention to detail']",1,Bachelor's,1.0,"Concord, CA",Contract,Entry level,7280.0,0,
3701301814,Marketing & PR,Marketing Insights Analytics Manager,"['attention to detail', 'strategy', 'education', 'tableau', 'communication', 'power bi', 'statistics', 'analytical', 'sql']",5,Bachelor's,1.0,"Owings Mills, MD",Full-time,Mid-Senior level,9791.67,0,
3701368676,Marketing & PR,Marketing Insights Researcher,"['strategy', 'research', 'artificial intelligence', 'communication', 'problem solving', 'presentation skills', 'machine learning', 'strategic planning']",2,Bachelor's,1.58,"Menlo Park, CA",Full-time,,13125.0,0,
3701369569,Marketing & PR,Marketing Insights Researcher,"['strategy', 'research', 'artificial intelligence', 'communication', 'problem solving', 'presentation skills', 'machine learning', 'strategic planning']",2,Bachelor's,1.58,"Seattle, WA",Full-time,,13125.0,0,
3757469090,Marketing & PR,Marketing Integration Director,"['communication', 'strategy', 'leadership']",8,Bachelor's,1.0,"McLean, VA",Full-time,Director,16916.67,0,
3756100793,Marketing & PR,Marketing Manager,"['strategy', 'research', 'budgeting', 'communication', 'project management', 'problem solving', 'powerpoint', 'excel', 'account management']",2,Bachelor's,5.57,New York City Metropolitan Area,Full-time,Mid-Senior level,9375.0,0,
3757709020,Marketing & PR,Marketing Manager,"['copywriting', 'education']",0,Bachelor's,5.57,"Stamford, CT",Full-time,,,1,
3693589346,Marketing & PR,Marketing Manager,"['research', 'customer service', 'logistics', 'communication', 'social media', 'leadership', 'powerpoint', 'public relations', 'media relations', 'graphic design']",0,Bachelor's,5.57,"Jurupa Valley, CA",Full-time,,10283.87,0,
3693048274,Marketing & PR,Marketing Manager,"['strategy', 'social media', 'communication', 'hospitality', 'email marketing']",6,Bachelor's,5.57,Greater Chicago Area,Full-time,,,1,
3699084297,Marketing & PR,Marketing Manager,"['seo', 'logistics']",5,Bachelor's,5.57,"Lakewood, CO",Full-time,Mid-Senior level,7291.67,0,
3757485906,Marketing & PR,Marketing Manager,"['attention to detail', 'strategy', 'photoshop', 'leadership', 'project management']",7,Bachelor's,5.57,"Dallas, TX",Full-time,Mid-Senior level,,1,
3756116070,Marketing & PR,Marketing Manager,"['leadership', 'strategy', 'education']",0,Bachelor's,5.57,United States,Full-time,,,1,1.0
3756108001,Marketing & PR,Marketing Manager,"['research', 'project management', 'accounts receivable', 'wealth management']",4,Bachelor's,5.57,"Rosemont, IL",Full-time,Mid-Senior level,,1,
3697391675,Marketing & PR,Marketing Manager,"['education', 'customer service', 'communication', 'powerpoint', 'excel']",5,Bachelor's,5.57,"Boston, MA",Contract,Mid-Senior level,,1,
3697391674,Marketing & PR,Marketing Manager,"['education', 'customer service', 'communication', 'powerpoint', 'excel']",5,Bachelor's,5.57,"San Diego, CA",Contract,Mid-Senior level,,1,
3699099605,Marketing & PR,Marketing Manager,"['attention to detail', 'strategy', 'education', 'operations', 'salesforce']",5,High School / Diploma,5.57,Greater Chicago Area,Full-time,Mid-Senior level,5000.0,0,
3755160095,Marketing & PR,Marketing Manager,"['strategy', 'research', 'lead generation', 'salesforce', 'accounts receivable', 'leadership', 'public relations', 'social media', 'project management', 'crm', 'hubspot', 'analytical']",5,Bachelor's,5.57,"Schaumburg, IL",Full-time,Mid-Senior level,,1,
3749345334,Marketing & PR,Marketing Manager,"['strategy', 'research', 'salesforce', 'crm', 'hubspot']",5,Master's,5.57,"Madison, WI",Full-time,,,1,
3753081133,Marketing & PR,Marketing Manager,"['attention to detail', 'strategy', 'engineering design', 'leadership', 'social media', 'communication']",5,High School / Diploma,5.57,"Vienna, VA",Full-time,Mid-Senior level,,1,
3757448737,Marketing & PR,Marketing Manager,"['communication', 'strategy', 'strategic planning', 'event planning']",4,Bachelor's,5.57,"Sarasota, FL",Full-time,,,1,
3693054035,Marketing & PR,Marketing Manager,"['strategy', 'compliance']",5,Bachelor's,5.57,"McLean, VA",Contract,Mid-Senior level,,1,
3701152516,Marketing & PR,Marketing Manager,"['strategy', 'research', 'education', 'lead generation', 'social media', 'communication', 'leadership']",0,Master's,5.57,"Midlothian, VA",Full-time,,3958.33,0,
3755580941,Marketing & PR,Marketing Manager,"['strategy', 'research', 'education', 'adaptability', 'lead generation', 'seo', 'social media', 'sem', 'hubspot', 'crm', 'communication', 'analytical']",3,Bachelor's,5.57,"Excelsior, MN",Full-time,,,1,
3693587339,Marketing & PR,Marketing Manager,"['attention to detail', 'education', 'customer service', 'safety', 'sap', 'hvac', 'communication', 'statistics', 'project management', 'powerpoint', 'excel', 'analytical']",5,Bachelor's,5.57,"Indianapolis, IN",Contract,,,1,
3693583982,Marketing & PR,Marketing Manager,"['strategy', 'research', 'leadership', 'social media', 'communication']",5,Bachelor's,5.57,"Madison, WI",Full-time,Mid-Senior level,,1,
3757718145,Marketing & PR,Marketing Manager,"['research', 'safety', 'compliance', 'leadership', 'communication', 'time management', 'powerpoint', 'excel']",15,Bachelor's,5.57,"San Juan Capistrano, CA",Full-time,Mid-Senior level,9791.67,0,
3749346530,Marketing & PR,Marketing Manager,"['strategy', 'research', 'communication', 'a/b testing', 'analytical']",10,Bachelor's,5.57,"San Diego, CA",Contract,Mid-Senior level,,1,
3755592045,Marketing & PR,Marketing Manager,"['strategy', 'video editing', 'customer service', 'photoshop', 'social media', 'communication', 'leadership']",0,Bachelor's,5.57,"Denver, CO",Full-time,,6875.0,0,
3757746456,Marketing & PR,Marketing Manager,"['salesforce', 'social media', 'communication', 'crm', 'project management', 'analytical']",5,Bachelor's,5.57,San Francisco Bay Area,Full-time,,6250.0,0,
3757414625,Marketing & PR,Marketing Manager,"['strategy', 'healthcare', 'leadership', 'clinical diagnostics', 'nursing']",4,Bachelor's,5.57,"New York, United States",Full-time,,13333.33,0,1.0
2926389341,Marketing & PR,Marketing Manager,"['attention to detail', 'research', 'education', 'compliance', 'social media', 'graphic design', 'analytical']",2,Bachelor's,5.57,"Phoenix, AZ",Full-time,,6041.67,0,
3757483563,Marketing & PR,Marketing Manager,"['communication', 'strategy', 'presentation skills', 'education']",5,Bachelor's,5.57,New York City Metropolitan Area,Full-time,Entry level,8166.67,0,
3694138581,Marketing & PR,Marketing Manager,"['ppc', 'strategy', 'research', 'google analytics', 'seo', 'social media', 'communication', 'project management', 'copywriting']",0,Bachelor's,5.57,"Seattle, WA",Full-time,,,1,
3749350416,Marketing & PR,Marketing Manager,"['communication', 'strategy', 'c', 'compliance']",3,Bachelor's,5.57,"Austin, Texas Metropolitan Area",Full-time,,8750.0,0,
3694115484,Marketing & PR,Marketing Manager,"['social media', 'strategy', 'communication']",0,Bachelor's,5.57,"Burlingame, CA",Full-time,,8333.33,0,
3693039908,Marketing & PR,Marketing Manager,"['strategy', 'research', 'html', 'c', 'operations', 'social media', 'crm', 'public relations', 'communication', 'hubspot', 'analytical']",3,Bachelor's,5.57,"Scottsdale, AZ",Full-time,,,1,
3693052190,Marketing & PR,Marketing Manager,"['strategy', 'research', 'education', 'equities', 'compliance', 'social media', 'excel']",20,Bachelor's,5.57,New York City Metropolitan Area,Full-time,Mid-Senior level,9145.83,0,
3749348265,Marketing & PR,Marketing Manager,"['social media', 'strategy', 'email marketing', 'communication']",0,Bachelor's,5.57,"Dallas, TX",Full-time,,6041.67,0,
3680971274,Marketing & PR,Marketing Manager,"['data analysis', 'operations', 'content marketing', 'seo', 'social media', 'communication']",0,Bachelor's,5.57,New York City Metropolitan Area,Full-time,,,1,
3697395208,Marketing & PR,Marketing Manager,"['education', 'customer service', 'communication', 'powerpoint', 'excel']",5,Bachelor's,5.57,"Houston, TX",Contract,Mid-Senior level,,1,
3756108650,Marketing & PR,Marketing Manager,"['strategy', 'education', 'google analytics', 'salesforce', 'graphic design', 'time management', 'social media', 'hubspot', 'project management', 'wealth management', 'excel', 'event planning', 'critical thinking']",5,Master's,5.57,"Charlotte, NC",Full-time,Mid-Senior level,,1,
3693064798,Marketing & PR,Marketing Manager,"['attention to detail', 'education', 'teamwork', 'communication', 'project management']",3,Bachelor's,5.57,"Meridian, ID",Full-time,,,1,
3693052109,Marketing & PR,Marketing Manager,"['data analysis', 'content marketing', 'seo', 'leadership', 'social media', 'communication']",0,Bachelor's,5.57,New York City Metropolitan Area,Contract,,,1,
3697393352,Marketing & PR,Marketing Manager,"['education', 'customer service', 'communication', 'powerpoint', 'excel']",5,Bachelor's,5.57,"Los Angeles, CA",Contract,Mid-Senior level,,1,
3749343931,Marketing & PR,Marketing Manager,"['attention to detail', 'operations', 'communication', 'excel', 'troubleshooting', 'analytical']",12,Master's,5.57,"Palm Beach Gardens, FL",Full-time,Mid-Senior level,,1,
3699080420,Marketing & PR,Marketing Manager,"['crm', 'seo', 'project management', 'compliance']",2,Master's,5.57,"Chicago, IL",Full-time,Associate,,1,
3693068962,Marketing & PR,Marketing Manager,"['leadership', 'communication', 'time management']",0,Bachelor's,5.57,"Austin, TX",Contract,,,1,1.0
3754976290,Marketing & PR,Marketing Manager,"['research', 'c', 'patient care', 'multitasking', 'healthcare', 'crm', 'sem', 'hubspot', 'project management', 'b2c', 'strategic planning']",6,Bachelor's,5.57,"Bethesda, MD",Full-time,Associate,,1,
3757738861,Marketing & PR,Marketing Manager,"['attention to detail', 'operations', 'a/b testing', 'project management', 'copywriting', 'analytical']",2,Bachelor's,5.57,"New York, NY",Contract,Associate,5893.33,0,
3701323693,Marketing & PR,Marketing Manager,"['attention to detail', 'strategy', 'research', 'recruitment', 'google analytics', 'social media', 'communication', 'leadership']",3,High School / Diploma,5.57,United States,Contract,,,1,1.0
3748849493,Marketing & PR,Marketing Manager,"['ppc', 'strategy', 'seo', 'tableau', 'a/b testing', 'project management', 'powerpoint', 'excel', 'email marketing']",5,Bachelor's,5.57,United States,Contract,,,1,1.0
3693070373,Marketing & PR,Marketing Manager,"['excel', 'tableau']",5,Bachelor's,5.57,"New York, NY",Full-time,Mid-Senior level,8945.83,0,
3756160510,Marketing & PR,Marketing Manager,"['communication', 'education', 'accounting']",5,Bachelor's,5.57,United States,Contract,Mid-Senior level,14909.27,0,1.0
3693052344,Marketing & PR,Marketing Merchandising Manager,"['leadership', 'operations', 'physiology', 'anatomy']",3,Bachelor's,1.0,"Goshen, NY",Full-time,,,1,
3694147450,Marketing & PR,Marketing Officer,"['strategy', 'research', 'content marketing', 'social media', 'crm', 'analytical', 'critical thinking']",0,Bachelor's,1.0,"New York, NY",Full-time,,,1,
3697391419,Marketing & PR,Marketing Operations,"['strategy', 'education', 'operations', 'leadership', 'communication', 'project management', 'excel', 'event planning', 'pmp', 'mentoring', 'strategic planning']",7,Bachelor's,1.58,"Washington, DC",Full-time,,11158.33,0,
3697393125,Marketing & PR,Marketing Operations,"['strategy', 'education', 'operations', 'leadership', 'communication', 'project management', 'excel', 'event planning', 'pmp', 'mentoring', 'strategic planning']",7,Bachelor's,1.58,"McLean, VA",Full-time,,11158.33,0,
3756110967,Marketing & PR,Marketing Operations Associate,"['time management', 'powerpoint', 'excel', 'operations']",5,Master's,1.0,"Boston, MA",Full-time,,7291.67,0,
3757748321,Marketing & PR,Marketing Operations Coordinator,"['attention to detail', 'strategy', 'operations', 'quality control', 'communication', 'project management', 'troubleshooting']",2,Bachelor's,1.58,"New York, NY",Contract,Associate,5373.33,0,
3755591076,Marketing & PR,Marketing Operations Coordinator,"['attention to detail', 'strategy', 'operations', 'quality control', 'communication', 'project management', 'troubleshooting']",2,Bachelor's,1.58,"New York, NY",Contract,,,1,
3757492819,Marketing & PR,Marketing Operations Manager,"['google analytics', 'operations', 'salesforce', 'onboarding', 'hubspot', 'negotiation']",2,Bachelor's,1.0,San Francisco Bay Area,Full-time,Mid-Senior level,12500.0,0,
3693065985,Marketing & PR,Marketing Operations Specialist,"['attention to detail', 'strategy', 'education', 'procurement', 'operations', 'logistics', 'compliance', 'communication', 'public relations', 'project management']",5,Bachelor's,1.0,"Chicago, IL",Full-time,Mid-Senior level,,1,
3755592517,Marketing & PR,Marketing Outreach Director,"['leadership', 'salesforce', 'healthcare', 'compliance']",8,Bachelor's,1.0,"Riverside, CA",Full-time,Director,12856.04,0,
3757706085,Marketing & PR,Marketing Planning Specialist,"['event planning', 'logistics', 'salesforce', 'excel']",1,Master's,1.0,"New York, NY",Contract,Entry level,5980.0,0,
